instance,time,optimum,found,optimizer,backend,shots,optimizer_iteration,p
0,9.664793276999944,1.0,True,cobyla,aer_simulator,,1000,1
0,15.032587601999921,1.0,True,cobyla,aer_simulator,,1000,2
0,8.657604984000045,1.0,True,cobyla,aer_simulator,,1000,1
0,24.954099050999957,1.0,True,nelder_mead,aer_simulator,,1000,1
0,42.881792270999995,1.0,True,spsa,aer_simulator,,1000,1
0,8.750353500000074,1.0,True,cobyla,aer_simulator,,250,1
0,8.881150053999818,1.0,True,cobyla,aer_simulator,,500,1
0,8.765961491000098,1.0,True,cobyla,aer_simulator,,750,1
0,10.060148761999926,1.0,True,cobyla,aer_simulator,,1000,1
0,3.5527089629999864,3.0,True,cobyla,aer_simulator,200.0,1000,1
0,3.8318898930001524,1.0,True,cobyla,aer_simulator,400.0,1000,1
0,4.315512662999936,2.0,True,cobyla,aer_simulator,600.0,1000,1
0,4.30093749699995,2.0,True,cobyla,aer_simulator,800.0,1000,1
0,5.274200406000091,1.0,True,cobyla,aer_simulator,1000.0,1000,1
1,8.787422660999937,1.0,True,cobyla,aer_simulator,,1000,1
1,14.780233372000112,1.0,True,cobyla,aer_simulator,,1000,2
1,8.880124109000008,1.0,True,cobyla,aer_simulator,,1000,1
1,14.982894424000051,1.0,True,nelder_mead,aer_simulator,,1000,1
1,41.02393518100007,1.0,True,spsa,aer_simulator,,1000,1
1,8.63157272400008,1.0,True,cobyla,aer_simulator,,250,1
1,9.192958904999841,1.0,True,cobyla,aer_simulator,,500,1
1,9.370184034999966,1.0,True,cobyla,aer_simulator,,750,1
1,9.028104815000006,1.0,True,cobyla,aer_simulator,,1000,1
1,3.802968018999991,3.0,True,cobyla,aer_simulator,200.0,1000,1
1,4.363771454000016,2.0,True,cobyla,aer_simulator,400.0,1000,1
1,3.8178187949999938,2.0,True,cobyla,aer_simulator,600.0,1000,1
1,5.170324426999969,1.0,True,cobyla,aer_simulator,800.0,1000,1
1,5.59278945799997,1.0,True,cobyla,aer_simulator,1000.0,1000,1
2,8.814408744000048,1.0,True,cobyla,aer_simulator,,1000,1
2,15.659148762000086,1.0,True,cobyla,aer_simulator,,1000,2
2,9.425306127999875,1.0,True,cobyla,aer_simulator,,1000,1
2,23.514668174999997,1.0,True,nelder_mead,aer_simulator,,1000,1
2,43.98863756700007,1.0,True,spsa,aer_simulator,,1000,1
2,8.78547242500008,1.0,True,cobyla,aer_simulator,,250,1
2,8.992909872000155,1.0,True,cobyla,aer_simulator,,500,1
2,10.085557449000135,1.0,True,cobyla,aer_simulator,,750,1
2,8.961129848999917,1.0,True,cobyla,aer_simulator,,1000,1
